"","SS_NoSpace","SiteSeriesLongName","SpecialCode","Special"
"4832","PPxh1/Gg01","Bluebunch wheatgrass – Prairie sagewort – Junegrass","Gg","grassland "
"4833","PPxh1/Gg02","Bluebunch wheatgrass – Balsamroot","Gg","grassland "
"4834","PPxh1/Gg02$2.3","Needle-and-thread grass – Cheatgrass","Gg","grassland "
"4835","PPxh1/Gg02$3.1","Big sagebrush – Bluebunch wheatgrass – Sandberg's bluegrass","Gg","grassland "
"4836","PPxh1/Gg11","Idaho fescue – Bluebunch wheatgrass – Junegrass","Gg","grassland "
"4837","PPxh1/Gg11$2.1","Bluebunch wheatgrass – Junegrass – Sandberg's bluegrass","Gg","grassland "
"4838","PPxh1/Gg11$2.3","Columbia needlegrass – Cheatgrass","Gg","grassland "
"4839","PPxh1/Gg11$2.4","Needle-and-thread grass – Cheatgrass","Gg","grassland "
"4840","PPxh1/Gg11$3.1","Big sagebrush – Bluebunch wheatgrass – Idaho fescue","Gg","grassland "
"4841","PPxh1/Gg11$3.3","Big sagebrush – Sandberg's bluegrass","Gg","grassland "
"4842","PPxh1/Gg13","Idaho fescue – Silky lupine","Gg","grassland "
"4843","PPxh1/Gg13$2.2","Bluebunch wheatgrass – Junegrass – Sandberg's bluegrass","Gg","grassland "
"4844","PPxh1/Gg13$2.4","Kentucky bluegrass – Yarrow","Gg","grassland "
"4845","PPxh1/Gg13$3.1","Big sagebrush – Kentucky bluegrass","Gg","grassland "
"4846","PPxh1/Gg26","Red three-awn – Needle-and-thread grass","Gg","grassland "
"4847","PPxh1/Gs10","Antelope-brush – Bluebunch wheatgrass","Gs","shrub-steppe"
"4848","PPxh1/Gs10$2.1","Sand dropseed – Cheatgrass – Sandberg's bluegrass","Gs","shrub-steppe"
"4849","PPxh1/Gs10$3.1","Antelope-brush – Cheatgrass – Needle-and-thread grass","Gs","shrub-steppe"
"4850","PPxh1/Ro01","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"4851","PPxh1/Ro01.1","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"4852","PPxh1/Ro01.2","Selaginella – Screw moss","Ro","rocky outcrop"
"4853","PPxh1/Ro03","Antelope-brush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"4854","PPxh1/Ro04","Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"4855","PPxh1/Ro04.1","Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"4856","PPxh1/Ro04.2","Rabbit-brush – Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"4857","PPxh1/Rt01","Rocktripe – Green map","Rt","talus"
"4858","PPxh1/Rt04","Saskatoon – Bluebunch wheatgrass","Rt","talus"
"4859","PPxh1/Rt05","Big sagebrush – Saskatoon – Bluebunch wheatgrass","Rt","talus"
"4860","PPxh1/Rt06","Saskatoon – Mock-orange – Bluebunch wheatgrass","Rt","talus"
"4861","PPxh1/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"4862","PPxh1/Wm02","Water horsetail – Beaked sedge","Wm","wetland marsh"
"4863","PPxh1/Wm04","Common spikerush","Wm","wetland marsh"
"4864","PPxh1/Wm05","Cattail","Wm","wetland marsh"
"4865","PPxh1/Wm06","Soft-stemmed bulrush","Wm","wetland marsh"
"4866","PPxh1/Wm07","Baltic rush","Wm","wetland marsh"
"4867","PPxh1/Wm08","Three-square bulrush","Wm","wetland marsh"
"4868","PPxh1/Wm11","Seacoast bulrush","Wm","wetland marsh"
"4869","PPxh1/Ws03","Bebb's willow – Bluejoint","Ws","wetland swamp"
"4870","PPxh2/101","Py(Fd) – Bluebunch wheatgrass – Rough fescue",NA,NA
"4871","PPxh2/102","Py(Fd) – Bluebunch wheatgrass – Selaginella",NA,NA
"4872","PPxh2/103","Py – Rabbit-brush – Bluebunch wheatgrass",NA,NA
"4873","PPxh2/110","Fd – Feather moss – Step moss","CAS","cold aspects"
"4874","PPxh2/110.1","Fd – Feather moss – Step moss",NA,NA
"4875","PPxh2/110.2","Fd – Rough fescue – Bluebunch wheatgrass",NA,NA
"4876","PPxh2/111","Fd – Douglas' maple – Saskatoon",NA,NA
"4877","PPxh2/Ff01","Water birch – Red-osier dogwood – Rose","Ff","fringe fluvial "
"4878","PPxh2/Ff01a","Water birch – Red-osier dogwood – Rose; Fringe phase","Ff","fringe fluvial "
"4879","PPxh2/Ff01b","Water birch – Red-osier dogwood – Rose; Grassland draw phase","Ff","fringe fluvial "
"4880","PPxh2/Ff02","Snowberry – Prairie Rose","Ff","fringe fluvial "
"4881","PPxh2/Ff04","Aspen – Snowberry – Roses","Ff","fringe fluvial "
"4882","PPxh2/Ff05","Aspen – Dogwood – Nootka rose","Ff","fringe fluvial "
"4883","PPxh2/Fl05","Drummond's willow – Bluejoint","Fl","low fluvial bench"
"4884","PPxh2/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"4885","PPxh2/Fm05","Cottonwood – Douglas-fir – Douglas' maple – Snowberry","Fm","mid fluvial bench"
"4886","PPxh2/Ga01","Saltgrass","Ga","alkaline meadow"
"4887","PPxh2/Ga01.1","Saltgrass","Ga","alkaline meadow"
"4888","PPxh2/Ga02","Nuttall's alkaligrass – Foxtail barley","Ga","alkaline meadow"
"4889","PPxh2/Ga02.1","Nuttall's alkaligrass – Foxtail barley","Ga","alkaline meadow"
"4890","PPxh2/Ga02.2","Foxtail barley – Nuttall's alkaligrass","Ga","alkaline meadow"
"4891","PPxh2/Ga03","Field sedge","Ga","alkaline meadow"
"4892","PPxh2/Ga03$2","Field sedge","Ga","alkaline meadow"
"4893","PPxh2/Ga05","Giant wildrye","Ga","alkaline meadow"
"4894","PPxh2/Ga06","Seablite","Ga","alkaline meadow"
"4895","PPxh2/Ga07","Red glasswort","Ga","alkaline meadow"
"4896","PPxh2/Gb02","Saskatoon – Snowberry – Bluebunch wheatgrass","Gb","brushland"
"4897","PPxh2/Gg01","Bluebunch wheatgrass – Prairie sagewort – Junegrass","Gg","grassland "
"4898","PPxh2/Gg02","Bluebunch wheatgrass – Balsamroot","Gg","grassland "
"4899","PPxh2/Gg02$3.1","Big sagebrush – Bluebunch wheatgrass – Sandberg's bluegrass","Gg","grassland "
"4900","PPxh2/Gg03","Bluebunch wheatgrass – Selaginella","Gg","grassland "
"4901","PPxh2/Gg04","Bluebunch wheatgrass – Junegrass – Pussytoes","Gg","grassland "
"4902","PPxh2/Gg04$2.1","Needle-and-thread grass – Cheatgrass","Gg","grassland "
"4903","PPxh2/Gg04$3.1","Big sagebrush – Bluebunch wheatgrass – Sandberg's bluegrass","Gg","grassland "
"4904","PPxh2/Gg10","Rough fescue – Bluebunch wheatgrass","Gg","grassland "
"4905","PPxh2/Gg10$2.1","Bluebunch wheatgrass – Junegrass – Sandberg's bluegrass","Gg","grassland "
"4906","PPxh2/Gg10$3.1","Big sagebrush – Bluebunch wheatgrass – Rough fescue","Gg","grassland "
"4907","PPxh2/Gg12","Rough fescue – Yarrow – Three-flowered avens","Gg","grassland "
"4908","PPxh2/Gg12$2.1","Rough fescue – Bluebunch wheatgrass – Yellow salsify","Gg","grassland "
"4909","PPxh2/Gg12$2.2","Spreading needlegrass – Rough fescue – Kentucky bluegrass","Gg","grassland "
"4910","PPxh2/Gg12$2.3","Spreading needlegrass – Columbia needlegrass","Gg","grassland "
"4911","PPxh2/Gg12$2.5","Kentucky bluegrass – Yarrow","Gg","grassland "
"4912","PPxh2/Gg12.1","Rough fescue – Yarrow – Three-flowered avens","Gg","grassland "
"4913","PPxh2/Gg25","Sand dropseed – Needle-and-thread grass","Gg","grassland "
"4914","PPxh2/Gs05","Rocky Mountain juniper – Big sagebrush – Bluebunch wheatgrass","Gs","shrub-steppe"
"4915","PPxh2/Ro01","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"4916","PPxh2/Ro01.1","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"4917","PPxh2/Ro01.2","Selaginella – Screw moss","Ro","rocky outcrop"
"4918","PPxh2/Ro04","Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"4919","PPxh2/Ro04.1","Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"4920","PPxh2/Ro04.2","Rabbit-brush – Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"4921","PPxh2/Rt01","Rocktripe – Green map","Rt","talus"
"4922","PPxh2/Rt04","Saskatoon – Bluebunch wheatgrass","Rt","talus"
"4923","PPxh2/Rt05","Big sagebrush – Saskatoon – Bluebunch wheatgrass","Rt","talus"
"4924","PPxh2/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"4925","PPxh2/Wm02","Water horsetail – Beaked sedge","Wm","wetland marsh"
"4926","PPxh2/Wm03","Awned sedge","Wm","wetland marsh"
"4927","PPxh2/Wm04","Common spikerush","Wm","wetland marsh"
"4928","PPxh2/Wm05","Cattail","Wm","wetland marsh"
"4929","PPxh2/Wm06","Soft-stemmed bulrush","Wm","wetland marsh"
"4930","PPxh2/Wm07","Baltic rush","Wm","wetland marsh"
"4931","PPxh2/Wm08","Three-square bulrush","Wm","wetland marsh"
"4932","PPxh2/Wm11","Seacoast bulrush","Wm","wetland marsh"
"4933","PPxh2/Wm12","Woolly sedge","Wm","wetland marsh"
"4934","PPxh2/Ws03","Bebb's willow – Bluejoint","Ws","wetland swamp"
"4935","SBPSdc/01","Pl – Juniper – Feather moss",NA,NA
"4936","SBPSdc/02","Pl – Kinnikinnick – Cladonia",NA,NA
"4937","SBPSdc/02a","Pl – Kinnikinnick – Cladonia; Typic",NA,NA
"4938","SBPSdc/02b","Pl – Kinnikinnick – Cladonia; Shallow",NA,NA
"4939","SBPSdc/03","Pl – Kinnikinnick – Feather moss",NA,NA
"4940","SBPSdc/03a","Pl – Kinnikinnick – Feather moss; Typic",NA,NA
"4941","SBPSdc/03b","Pl – Kinnikinnick – Feather moss; Sand",NA,NA
"4942","SBPSdc/04","PlSb – Feather moss","FR","frost"
"4943","SBPSdc/05","Sxw – Scrub birch – Feather moss","FR","frost"
"4944","SBPSdc/06","Sxw – Horsetail – Meadowrue",NA,NA
"4945","SBPSdc/07","Sb – Scrub birch – Sedge","CA","cold aspects - cold air"
"4946","SBPSdc/08","Sxw – Horsetail – Glow moss",NA,NA
"4947","SBPSdc/Fl05","Drummond's willow – Bluejoint","Fl","low fluvial bench"
"4948","SBPSdc/Wf02","Scrub birch – Water sedge","Wf","wetland fen"
"4949","SBPSdc/Wf05","Slender sedge – Common hook moss","Wf","wetland fen"
"4950","SBPSdc/Wf07","Scrub birch – Buckbean – Shore sedge","Wf","wetland fen"
"4951","SBPSdc/Wf08","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"4952","SBPSdc/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"4953","SBPSdc/Wm02","Water horsetail – Beaked sedge","Wm","wetland marsh"
"4954","SBPSdc/Wm03","Awned sedge","Wm","wetland marsh"
"4955","SBPSmc/01","Pl – Feather moss – Cladina",NA,NA
"4956","SBPSmc/01a","Pl – Feather moss – Cladina; Mesic",NA,NA
"4957","SBPSmc/01b","Pl – Feather moss – Cladina; Submesic",NA,NA
"4958","SBPSmc/02","Pl – Kinnikinnick – Cladonia",NA,NA
"4959","SBPSmc/03","SbPl – Feather moss","FR","frost"
"4960","SBPSmc/04","Sxw – Scrub birch – Feather moss","FR","frost"
"4961","SBPSmc/05","Sxw – Horsetail",NA,NA
"4962","SBPSmc/06","Sxw – Horsetail – Glow moss",NA,NA
"4963","SBPSmc/07","SbSxw – Scrub birch – Sedge","CA","cold aspects - cold air"
"4964","SBPSmc/08","Sb – Creeping-snowberry – Peat moss",NA,NA
"4965","SBPSmc/Wf02","Scrub birch – Water sedge","Wf","wetland fen"
"4966","SBPSmk/01","Pl – Pinegrass – Arnica",NA,NA
"4967","SBPSmk/02","Pl – Cladonia – Haircap moss",NA,NA
"4968","SBPSmk/03","Fd – Pinegrass – Aster","IN","insolation"
"4969","SBPSmk/04","Pl – Pinegrass – Feather moss",NA,NA
"4970","SBPSmk/04a","Pl – Pinegrass – Feather moss; Typic",NA,NA
"4971","SBPSmk/04b","Pl – Pinegrass – Feather moss; Sand",NA,NA
"4972","SBPSmk/05","SxwFd – Step moss","CAS","cold aspects"
"4973","SBPSmk/06","Sxw – Twinberry","CA","cold aspects - cold air"
"4974","SBPSmk/07","Sxw – Horsetail – Glow moss",NA,NA
"4975","SBPSmk/08","SbSxw – Scrub birch – Sedge",NA,NA
"4976","SBPSmk/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"4977","SBPSmk/Wf02","Scrub birch – Water sedge","Wf","wetland fen"
"4978","SBPSmk/Wf03","Water sedge – Peat moss","Wf","wetland fen"
"4979","SBPSmk/Wf05","Slender sedge – Common hook moss","Wf","wetland fen"
"4980","SBPSmk/Wf06","Slender sedge – Buckbean","Wf","wetland fen"
"4981","SBPSmk/Wf07","Scrub birch – Buckbean – Shore sedge","Wf","wetland fen"
"4982","SBPSmk/Wf08","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"4983","SBPSmk/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"4984","SBPSmk/Wm02","Water horsetail – Beaked sedge","Wm","wetland marsh"
"4985","SBPSmk/Wm06","Soft-stemmed bulrush","Wm","wetland marsh"
"4986","SBPSmk/Wm10","Boreal mannagrass","Wm","wetland marsh"
"4987","SBPSmk/Ws04","Drummond's willow – Beaked sedge","Ws","wetland swamp"
"4988","SBPSmk/Ws05","Maccalla's willow – Beaked sedge","Ws","wetland swamp"
"4989","SBPSxc/01","Pl – Kinnikinnick – Feather moss",NA,NA
"4990","SBPSxc/02","Pl – Kinnikinnick – Cladonia",NA,NA
"4991","SBPSxc/02a","Pl – Kinnikinnick – Cladonia; Typic",NA,NA
"4992","SBPSxc/02b","Pl – Kinnikinnick – Cladonia; Sand",NA,NA
"4993","SBPSxc/02c","Pl – Kinnikinnick – Cladonia; Shallow",NA,NA
"4994","SBPSxc/03","Sxw – Scrub birch – Fen moss",NA,NA
"4995","SBPSxc/04","Sxw – Scrub birch – Feather moss",NA,NA
"4996","SBPSxc/05","Sxw – Horsetail – Glow moss",NA,NA
"4997","SBPSxc/06","Sxw – Horsetail – Meadowrue",NA,NA
"4998","SBPSxc/Sc01","Scrub birch – Kinnikinnick","Sc","subalpine"
"4999","SBPSxc/Sc02","Grey-leaved willow – Glow moss","Sc","subalpine"
"5000","SBPSxc/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"5001","SBPSxc/Wf02","Scrub birch – Water sedge","Wf","wetland fen"
"5002","SBPSxc/Wf05","Slender sedge – Common hook moss","Wf","wetland fen"
"5003","SBPSxc/Wf09","Few-flowered spikerush – Hook moss","Wf","wetland fen"
"5004","SBPSxc/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"5005","SBPSxc/Wm02","Water horsetail – Beaked sedge","Wm","wetland marsh"
"5006","SBPSxc/Wm03","Awned sedge","Wm","wetland marsh"
"5007","SBPSxc/Wm06","Soft-stemmed bulrush","Wm","wetland marsh"
"5008","SBPSxc/Wm07","Baltic rush","Wm","wetland marsh"
"5009","SBPSxc/Wm09","Inflated sedge","Wm","wetland marsh"
"5010","SBPSxc/Wm10","Boreal mannagrass","Wm","wetland marsh"
"5011","SBPSxc/Wm13","Seaside arrow-grass","Wm","wetland marsh"
"5012","SBPSxc/Ws03","Bebb's willow – Bluejoint","Ws","wetland swamp"
"5013","SBPSxc/Ws05","Maccalla's willow – Beaked sedge","Ws","wetland swamp"
"5014","SBSdh1/01","SxwFd – Ricegrass",NA,NA
"5015","SBSdh1/02","Pl – Velvet-leaved blueberry – Cladonia",NA,NA
"5016","SBSdh1/03","FdPl – Pinegrass – Feather moss",NA,NA
"5017","SBSdh1/04","Pl – Pinegrass – Feather moss",NA,NA
"5018","SBSdh1/05","Pl – Labrador tea – Velvet-leaved blueberry",NA,NA
"5019","SBSdh1/06","SxwFd – Thimbleberry",NA,NA
"5020","SBSdh1/07","Sxw – Horsetail",NA,NA
"5021","SBSdh1/08","Sb – Scrub birch – Sedge",NA,NA
"5022","SBSdh1/Ws05","Maccalla's willow – Beaked sedge","Ws","wetland swamp"
"5023","SBSdk/01","Sxw – Spirea – Purple peavine",NA,NA
"5024","SBSdk/01$Atpw","At – Pink wintergreen",NA,NA
"5025","SBSdk/01$Atss","At – Saskatoon – Snowberry",NA,NA
"5026","SBSdk/01a","Sxw – Spirea – Purple peavine; Fine-textured",NA,NA
"5027","SBSdk/01a$Atpw","At – Pink wintergreen",NA,NA
"5028","SBSdk/01a$Atss","At – Saskatoon – Snowberry",NA,NA
"5029","SBSdk/01b","Sxw – Spirea – Purple peavine; Coarse-textured",NA,NA
"5030","SBSdk/01b$Atpw","At – Pink wintergreen",NA,NA
"5031","SBSdk/01b$Atss","At – Saskatoon – Snowberry",NA,NA
"5032","SBSdk/02","Pl – Juniper – Ricegrass",NA,NA
"5033","SBSdk/03","Pl – Feather moss – Cladina",NA,NA
"5034","SBSdk/03$Atki","At – Kinnikinnick",NA,NA
"5035","SBSdk/03$Epdh","Ep – Douglas' maple",NA,NA
"5036","SBSdk/04","Fd – Soopolallie – Feather moss","IN","insolation"
"5037","SBSdk/04$Atki","At – Kinnikinnick",NA,NA
"5038","SBSdk/04$Atss","At – Saskatoon – Snowberry",NA,NA
"5039","SBSdk/04$Epdh","Ep – Douglas' maple",NA,NA
"5040","SBSdk/05","Sxw – Spirea – Feather moss",NA,NA
"5041","SBSdk/05$Atss","At – Saskatoon – Snowberry",NA,NA
"5042","SBSdk/05$Epdh","Ep – Douglas' maple",NA,NA
"5043","SBSdk/06","Sxw – Twinberry – Coltsfoot",NA,NA
"5044","SBSdk/06$Atcv","At – Canada violet",NA,NA
"5045","SBSdk/06$Atlf","At – Lady fern",NA,NA
"5046","SBSdk/07","Sxw – Horsetail",NA,NA
"5047","SBSdk/07$Atcv","At – Canada violet",NA,NA
"5048","SBSdk/07$Atha","At – Hardhack",NA,NA
"5049","SBSdk/07$Atlf","At – Lady fern",NA,NA
"5050","SBSdk/07a","Sxw – Horsetail; Freely drained",NA,NA
"5051","SBSdk/07a$Atcv","At – Canada violet",NA,NA
"5052","SBSdk/07a$Atha","At – Hardhack",NA,NA
"5053","SBSdk/07a$Atlf","At – Lady fern",NA,NA
"5054","SBSdk/07b","Sxw – Horsetail; Poorly drained",NA,NA
"5055","SBSdk/07b$Atcv","At – Canada violet",NA,NA
"5056","SBSdk/07b$Atha","At – Hardhack",NA,NA
"5057","SBSdk/07b$Atlf","At – Lady fern",NA,NA
"5058","SBSdk/08","Act – Dogwood – Prickly rose","Fm","mid fluvial bench"
"5059","SBSdk/08a","Act – Dogwood – Prickly rose; High-bench",NA,NA
"5060","SBSdk/08b","Act – Dogwood – Prickly rose; Medium-bench",NA,NA
"5061","SBSdk/09","Sb – Creeping-snowberry – Sphagnum","CA","cold aspects - cold air"
"5062","SBSdk/10","Sb – Soft-leaved sedge – Sphagnum","CA","cold aspects - cold air"
"5063","SBSdk/10$Atha","At – Hardhack",NA,NA
"5064","SBSdk/50","At – Anenome",NA,NA
"5065","SBSdk/51","Ws – Thimbleberry",NA,NA
"5066","SBSdk/52","Mountain alder – Stinging nettle",NA,NA
"5067","SBSdk/53","Mountain alder – Mitrewort",NA,NA
"5068","SBSdk/54","Drummond's willow – Bluejoint",NA,NA
"5069","SBSdk/81","Saskatoon – slender wildrye",NA,NA
"5070","SBSdk/82","Bluegrass – Slender wildrye",NA,NA
"5071","SBSdk/Fl02","Mountain alder – Red-osier dogwood – Lady fern","Fl","low fluvial bench"
"5072","SBSdk/Fl05","Drummond's willow – Bluejoint","Fl","low fluvial bench"
"5073","SBSdk/Wf02","Scrub birch – Water sedge","Wf","wetland fen"
"5074","SBSdk/Wf05","Slender sedge – Common hook moss","Wf","wetland fen"
"5075","SBSdk/Wf06","Slender sedge – Buckbean","Wf","wetland fen"
"5076","SBSdk/Wf07","Scrub birch – Buckbean – Shore sedge","Wf","wetland fen"
"5077","SBSdk/Wf08","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"5078","SBSdk/Wf11","Tufted clubrush – Star moss","Wf","wetland fen"
"5079","SBSdk/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"5080","SBSdk/Wm02","Water horsetail – Beaked sedge","Wm","wetland marsh"
"5081","SBSdk/Wm04","Common spikerush","Wm","wetland marsh"
"5082","SBSdk/Ws03","Bebb's willow – Bluejoint","Ws","wetland swamp"
"5083","SBSdk/Ws04","Drummond's willow – Beaked sedge","Ws","wetland swamp"
"5084","SBSdk/Ws05","Maccalla's willow – Beaked sedge","Ws","wetland swamp"
"5085","SBSdw1/01","SxwFd – Pinegrass",NA,NA
"5086","SBSdw1/02","FdPl – Cladonia",NA,NA
"5087","SBSdw1/03","Fd – Saskatoon – Pinegrass","IN","insolation"
"5088","SBSdw1/04","Pl – Pinegrass – Feather moss",NA,NA
"5089","SBSdw1/05","SxwFd – Ricegrass","CAS","cold aspects"
"5090","SBSdw1/06","SxwFd – Thimbleberry",NA,NA
"5091","SBSdw1/07","Sxw – Twinberry – Coltsfoot","Fh","high fluvial bench"
"5092","SBSdw1/08","Sxw – Twinberry – Oak fern",NA,NA
"5093","SBSdw1/09","Sxw – Horsetail – Glow moss",NA,NA
"5094","SBSdw1/Wb01","Sb – Creeping-snowberry – Sphagnum","Wb","wetland bog "
"5095","SBSdw1/Wb05","Sb – Water sedge – Peat moss","Wb","wetland bog "
"5096","SBSdw1/Wb12","Scheuchzeria – Peat moss","Wb","wetland bog "
"5097","SBSdw1/Wb13","Shore sedge – Buckbean – Peat moss","Wb","wetland bog "
"5098","SBSdw1/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"5099","SBSdw1/Wf02","Scrub birch – Water sedge","Wf","wetland fen"
"5100","SBSdw1/Wf05","Slender sedge – Common hook moss","Wf","wetland fen"
"5101","SBSdw1/Wf06","Slender sedge – Buckbean","Wf","wetland fen"
"5102","SBSdw1/Wf07","Scrub birch – Buckbean – Shore sedge","Wf","wetland fen"
"5103","SBSdw1/Wf08","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"5104","SBSdw1/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"5105","SBSdw1/Wm02","Water horsetail – Beaked sedge","Wm","wetland marsh"
"5106","SBSdw1/Wm04","Common spikerush","Wm","wetland marsh"
"5107","SBSdw1/Wm05","Cattail","Wm","wetland marsh"
"5108","SBSdw1/Ws02","Mountain alder – Pink spirea – Sitka sedge","Ws","wetland swamp"
"5109","SBSdw1/Ws03","Bebb's willow – Bluejoint","Ws","wetland swamp"
"5110","SBSdw1/Ws05","MacCalla's willow – Beaked sedge","Ws","wetland swamp"
"5111","SBSdw2/01","SxwFd – Pinegrass",NA,NA
"5112","SBSdw2/02","FdPl – Cladonia",NA,NA
"5113","SBSdw2/03","Pl – Kinnikinnick – Wavy-leaved moss",NA,NA
"5114","SBSdw2/04","Fd – Pinegrass – Aster","IN","insolation"
"5115","SBSdw2/05","SxwFd – Cat's-tail moss","CAS","cold aspects"
"5116","SBSdw2/06","Pl – Pinegrass – Feather moss",NA,NA
"5117","SBSdw2/07","PlSb – Feather moss","FR","frost"
"5118","SBSdw2/08","Sxw – Twinberry","CA","cold aspects - cold air"
"5119","SBSdw2/09","Sxw – Devil's club – Knight's plume",NA,NA
"5120","SBSdw2/10","Sxw – Horsetail",NA,NA
"5121","SBSdw2/11","Sb – Soft-leaved sedge – Sphagnum",NA,NA
"5122","SBSdw2/12","Sb – Buckbean – Peat moss",NA,NA
